Timestamp;Fix;Lat;Lon;Alt;pAcc;Mag;Speed;sAcc;Heading;Battery;AccX;AccY;AccZ;GyrX;GyrY;GyrZ
17:05:39.822;False;0;0;0;0;0;0;0;0;4,15875;1604;-57;-1097;347;-1675;-169
17:05:39.923;False;0;0;0;0;0;0;0;0;4,15875;1719;-64;-1033;367;-1017;-11
17:05:40.025;False;0;0;0;0;0;0;0;0;4,15875;1517;-46;-1283;14;-1163;57
17:05:40.119;False;0;0;0;0;0;0;0;0;4,15875;1499;-17;-1134;181;-386;74
17:05:40.220;False;0;0;0;0;0;0;0;0;4,15875;1529;-178;-1299;535;-478;-42
17:05:40.329;False;0;0;0;0;0;0;0;0;4,15875;1469;-45;-1269;-184;-446;-45
17:05:40.415;False;0;0;0;0;0;0;0;0;4,15875;1350;-291;-1457;142;-1184;59
17:05:40.517;False;0;0;0;0;0;0;0;0;4,15875;1338;9;-1466;-273;-925;-48
17:05:40.626;False;0;0;0;0;0;0;0;0;4,15875;1240;11;-1676;-402;-498;-37
17:05:40.728;False;0;0;0;0;0;0;0;0;4,15875;1245;33;-1568;-155;-153;253
17:05:40.822;False;0;0;0;0;0;0;0;0;4,15875;1218;-204;-1686;30;-38;231
17:05:40.923;False;0;0;0;0;0;0;0;0;4,15875;1170;-263;-1744;276;263;-89
17:05:41.025;False;0;0;0;0;0;0;0;0;4,1575;1334;-18;-1378;-288;414;-73
17:05:41.119;False;0;0;0;0;0;0;0;0;4,1575;1432;-65;-1341;50;468;96
17:05:41.220;False;0;0;0;0;0;0;0;0;4,1575;1396;-94;-1556;196;349;120
17:05:41.322;False;0;0;0;0;0;0;0;0;4,1575;1650;-50;-1034;115;664;-125
17:05:41.423;False;0;0;0;0;0;0;0;0;4,1575;1476;-100;-1737;54;-56;-51
17:05:41.525;False;0;0;0;0;0;0;0;0;4,1575;1768;106;-1148;716;732;-444
17:05:41.619;False;0;0;0;0;0;0;0;0;4,1575;1426;-247;-1419;799;128;-143
17:05:41.728;False;0;0;0;0;0;0;0;0;4,1575;1478;-108;-1434;620;154;-350
17:05:41.829;False;0;0;0;0;0;0;0;0;4,1575;1625;-163;-1249;544;421;-455
17:05:41.915;False;0;0;0;0;0;0;0;0;4,1575;1640;-194;-1238;199;-55;-377
17:05:42.025;False;0;0;0;0;0;0;0;0;4,15625;1511;-156;-1284;-79;-52;-93
17:05:42.126;False;0;0;0;0;0;0;0;0;4,15625;1504;-113;-1304;-272;-487;136
17:05:42.228;False;0;0;0;0;0;0;0;0;4,15625;1541;-366;-1299;-134;-269;96
17:05:42.329;False;0;0;0;0;0;0;0;0;4,15875;1355;-239;-1480;14;-225;65
17:05:42.415;False;0;0;0;0;0;0;0;0;4,15875;1384;-337;-1361;-139;-158;157
17:05:42.525;False;0;0;0;0;0;0;0;0;4,15625;1393;-269;-1381;-284;-185;84
17:05:42.626;False;0;0;0;0;0;0;0;0;4,15625;1421;-248;-1474;-135;-93;274
17:05:42.720;False;0;0;0;0;0;0;0;0;4,15625;1430;20;-1400;-900;-129;-170
17:05:42.822;False;0;0;0;0;0;0;0;0;4,155;1342;-157;-1483;-722;-302;221
17:05:42.915;False;0;0;0;0;0;0;0;0;4,155;1361;-82;-1435;-238;78;-103
17:05:43.017;False;0;0;0;0;0;0;0;0;4,15875;1328;-194;-1598;-33;-105;275
17:05:43.119;False;0;0;0;0;0;0;0;0;4,15875;1383;448;-1403;-150;857;97
17:05:43.228;False;0;0;0;0;0;0;0;0;4,15875;1627;26;-1059;-13;764;792
17:05:43.329;False;0;0;0;0;0;0;0;0;4,1575;1485;-613;-1388;-40;117;276
17:05:43.423;False;0;0;0;0;0;0;0;0;4,1575;1572;344;-1181;394;280;-305
17:05:43.525;False;0;0;0;0;0;0;0;0;4,1575;1704;-245;-1182;-130;89;148
17:05:43.626;False;0;0;0;0;0;0;0;0;4,1575;1574;-42;-1388;312;217;-140
17:05:43.728;False;0;0;0;0;0;0;0;0;4,1575;1600;-120;-1254;276;232;-282
17:05:43.829;False;0;0;0;0;0;0;0;0;4,1575;1532;-41;-1228;-79;525;-383
17:05:43.923;False;0;0;0;0;0;0;0;0;4,1575;1476;-188;-1261;-22;961;-650
17:05:44.017;False;0;0;0;0;0;0;0;0;4,1575;1728;228;-663;86;2605;-579
17:05:44.119;False;0;0;0;0;0;0;0;0;4,1575;1975;-138;-652;717;1546;-41
17:05:44.228;False;0;0;0;0;0;0;0;0;4,1575;1967;-65;-412;600;1368;-377
17:05:44.329;False;0;0;0;0;0;0;0;0;4,1575;2168;170;-189;1040;1098;-283
17:05:44.423;False;0;0;0;0;0;0;0;0;4,1575;2120;14;-245;827;833;-171
17:05:44.525;False;0;0;0;0;0;0;0;0;4,15625;2046;218;-151;619;227;191
17:05:44.619;False;0;0;0;0;0;0;0;0;4,15625;2177;-75;98;700;-338;22
17:05:44.728;False;0;0;0;0;0;0;0;0;4,155;1955;119;-74;-354;-1390;-331
17:05:44.829;False;0;0;0;0;0;0;0;0;4,155;1937;261;-618;-400;-1956;250
17:05:44.923;False;0;0;0;0;0;0;0;0;4,155;1962;143;-589;-175;-1418;129
17:05:45.025;False;0;0;0;0;0;0;0;0;4,15625;1847;-32;-810;-28;-1515;-7
17:05:45.126;False;0;0;0;0;0;0;0;0;4,15625;1848;-75;-866;-569;-1752;430
17:05:45.221;False;0;0;0;0;0;0;0;0;4,15625;1378;79;-1233;-991;-2154;381
17:05:45.322;False;0;0;0;0;0;0;0;0;4,15625;1264;227;-1395;-648;-1250;517
17:05:45.423;False;0;0;0;0;0;0;0;0;4,15625;955;238;-1756;-643;-1073;360
17:05:45.517;False;0;0;0;0;0;0;0;0;4,15625;1119;422;-1689;-445;-331;122
17:05:45.626;False;0;0;0;0;0;0;0;0;4,15625;1176;486;-1621;-396;-139;30
17:05:45.720;False;0;0;0;0;0;0;0;0;4,1575;1172;400;-1561;-468;71;-152
17:05:45.829;False;0;0;0;0;0;0;0;0;4,1575;1127;336;-1436;314;120;-80
17:05:45.923;False;0;0;0;0;0;0;0;0;4,1575;1263;418;-1566;-37;86;-136
17:05:46.025;False;0;0;0;0;0;0;0;0;4,1575;1310;339;-1526;-87;85;135
17:05:46.119;False;0;0;0;0;0;0;0;0;4,1575;1383;326;-1515;164;62;-15
17:05:46.228;False;0;0;0;0;0;0;0;0;4,15625;1450;381;-1464;366;354;73
17:05:46.329;False;0;0;0;0;0;0;0;0;4,15625;1431;182;-1458;641;-327;106
17:05:46.423;False;0;0;0;0;0;0;0;0;4,15625;1280;108;-1648;528;-484;61
17:05:46.517;False;0;0;0;0;0;0;0;0;4,15625;1161;86;-1601;254;-153;154
17:05:46.619;False;0;0;0;0;0;0;0;0;4,15625;1170;75;-1563;-170;-212;341
17:05:46.728;False;0;0;0;0;0;0;0;0;4,155;1244;-70;-1644;10;-106;275
17:05:46.822;False;0;0;0;0;0;0;0;0;4,155;1092;24;-1705;-252;80;265
17:05:46.917;False;0;0;0;0;0;0;0;0;4,155;1165;113;-1649;-237;-206;-36
17:05:47.025;False;0;0;0;0;0;0;0;0;4,15625;1102;54;-1771;61;-556;-147
17:05:47.119;False;0;0;0;0;0;0;0;0;4,15625;1006;-97;-1489;-83;-239;-69
17:05:47.228;False;0;0;0;0;0;0;0;0;4,15625;1247;84;-1489;29;-154;-103
17:05:47.322;False;0;0;0;0;0;0;0;0;4,15625;1216;134;-1533;22;390;-197
